id,domain_id,org_id,created_at,updated_at,deleted_at,task_guid,alias_ref,purpose,description,task_state,rule_id,rule_root_id,inputs,outputs
70f1aa56-a42d-41fc-b719-fdce995afc68,"","",2018-09-18 00:08:56.071863+00,2018-09-18 00:09:01.362236+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,ee49570a-f223-41ff-abd1-aa9576671fcb,ee49570a-f223-41ff-abd1-aa9576671fcb,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537229340.csv: no such file or directory""}"
a5ef7656-ed07-4ec7-aa89-93c5da0cc991,"","",2018-09-18 00:08:56.080791+00,2018-09-18 00:09:09.125683+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,ee49570a-f223-41ff-abd1-aa9576671fcb,ee49570a-f223-41ff-abd1-aa9576671fcb,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
15889402-bcb5-4b26-8617-029ab2d4def8,"","",2018-09-18 01:47:03.741419+00,2018-09-18 01:48:00.36589+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,bb297332-35d1-43f0-bddc-08f5eb49b614,bb297332-35d1-43f0-bddc-08f5eb49b614,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235275.csv: no such file or directory""}"
cf20666b-e5d0-4309-94a4-49abac25751e,"","",2018-09-18 01:47:03.669147+00,2018-09-18 01:48:17.978467+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,69c7d812-9663-4ceb-af08-1a057615af28,69c7d812-9663-4ceb-af08-1a057615af28,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
c4299975-5821-4c77-b838-02b04fb78608,"","",2018-09-18 01:47:03.749674+00,2018-09-18 01:48:35.90721+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,bb297332-35d1-43f0-bddc-08f5eb49b614,bb297332-35d1-43f0-bddc-08f5eb49b614,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
238e7cc2-e471-406e-a8c3-8b7770b7efa9,"","",2018-09-18 00:08:56.096835+00,2018-09-18 00:09:08.899534+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,cc22e544-2e2d-43b3-b7f4-80b4589a104d,cc22e544-2e2d-43b3-b7f4-80b4589a104d,"{""BucketName"":""demo"",""ComparisonFile"":""Compare-1537229347.csv"",""ComparisonFileHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/29584a105e7d83dc2e0784697bf2a84e34275ff9/fbe5c8053e10f5f8f9d5253e43bf69ad0a9bb7c1/"",""OutFileType"":""Summary""}","{""BucketName"":""demo"",""ComplianceStatus_"":""Passed"",""FileName"":""http://cnminio:9000/demo/a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/29584a105e7d83dc2e0784697bf2a84e34275ff9/1ca93c787fee4418de67cbbf7ae2e906a9fd25f5//Summary-1537229348.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/29584a105e7d83dc2e0784697bf2a84e34275ff9/1ca93c787fee4418de67cbbf7ae2e906a9fd25f5/""}"
a03af33c-d4f9-4d63-8057-1403d1f2f0c1,"","",2018-09-21 21:26:59.893869+00,2018-09-21 21:27:08.761947+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,16c66791-454f-4e40-b3e1-7ab1e7c4c1ab,16c66791-454f-4e40-b3e1-7ab1e7c4c1ab,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537565227.csv: no such file or directory""}"
ef76edd6-10e1-4c34-b480-29a95a7c9e4f,"","",2018-09-18 00:42:18.587036+00,2018-09-18 00:42:22.972931+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,3f77c243-cdf7-448f-b502-f9bbfcc37588,3f77c243-cdf7-448f-b502-f9bbfcc37588,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""Employees-1537231341.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/72752dd65fdb51ffa17363e25452bbe25c33f0c3/8de079190112df38b1fa33dda352fb4b9b79a368/""}"
ff79eb8b-6de4-4429-8970-0951956c32dd,"","",2018-09-18 00:42:18.612333+00,2018-09-18 00:42:27.239165+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,a578edfb-7c9b-45d9-afe4-4701895c4116,a578edfb-7c9b-45d9-afe4-4701895c4116,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537231345.csv: no such file or directory""}"
baf938e8-e835-4d63-a3a4-c0ab98af6e18,"","",2018-09-18 00:42:18.599452+00,2018-09-18 00:42:27.192004+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537231345.csv: no such file or directory""}"
d80830a2-867e-4842-8191-5acb2b59dc28,"","",2018-09-18 00:42:18.614284+00,2018-09-18 00:42:29.107275+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,a578edfb-7c9b-45d9-afe4-4701895c4116,a578edfb-7c9b-45d9-afe4-4701895c4116,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
ce31f5e6-72d4-433c-921c-5b917e21d3c4,"","",2018-09-18 00:42:18.59738+00,2018-09-18 00:42:23.026402+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537231341.csv: no such file or directory""}"
451f0632-ec0c-4030-b213-8b6b7cf93c20,"","",2018-09-18 00:42:18.616218+00,2018-09-18 00:42:30.870016+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,a578edfb-7c9b-45d9-afe4-4701895c4116,a578edfb-7c9b-45d9-afe4-4701895c4116,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
fc83f51e-7762-4c14-b4a5-78df19529224,"","",2018-09-18 00:42:18.5893+00,2018-09-18 00:42:27.191179+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,3f77c243-cdf7-448f-b502-f9bbfcc37588,3f77c243-cdf7-448f-b502-f9bbfcc37588,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""AccountUsers-1537231345.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/72752dd65fdb51ffa17363e25452bbe25c33f0c3/0e716bf56eb9682174aa869d0c830ba5999b62c3/""}"
274bc0ad-dfec-44c8-a51e-6f226998dd84,"","",2018-09-18 00:42:18.610442+00,2018-09-18 00:42:23.261191+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,a578edfb-7c9b-45d9-afe4-4701895c4116,a578edfb-7c9b-45d9-afe4-4701895c4116,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537231341.csv: no such file or directory""}"
9fb060d6-7779-45ef-b33c-bbc4803be102,"","",2018-09-18 00:42:18.601408+00,2018-09-18 00:42:29.04205+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
41f955a8-a3cd-449c-80f6-59a8c674bd53,"","",2018-09-18 00:42:18.593262+00,2018-09-18 00:42:30.78808+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,3f77c243-cdf7-448f-b502-f9bbfcc37588,3f77c243-cdf7-448f-b502-f9bbfcc37588,"{""BucketName"":""demo"",""ComparisonFile"":""Compare-1537231348.csv"",""ComparisonFileHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/b0a664d012186210cb1538891a6d708c821ade26/0731637a831fd370ef840a247a0b20e08615645f/"",""OutFileType"":""Summary""}","{""BucketName"":""demo"",""ComplianceStatus_"":""Passed"",""FileName"":""http://cnminio:9000/demo/a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/b0a664d012186210cb1538891a6d708c821ade26/989ac6db48f8fb422f9abe52eef5a4fdea385050//Summary-1537231350.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/b0a664d012186210cb1538891a6d708c821ade26/989ac6db48f8fb422f9abe52eef5a4fdea385050/""}"
c4e2f0c4-28e0-4b04-8951-dab452b33ea1,"","",2018-09-18 00:42:18.606321+00,2018-09-18 00:42:30.85394+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,fe3b9bb9-e25f-4d4a-9d35-8852511a04a8,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
4c268527-5b59-4a38-a9fb-e88b1b1d7b64,"","",2018-09-18 01:47:03.676073+00,2018-09-18 01:48:37.054155+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,69c7d812-9663-4ceb-af08-1a057615af28,69c7d812-9663-4ceb-af08-1a057615af28,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
88e5b45b-8831-4503-a49f-1053c0c6bb8a,"","",2018-09-18 00:42:18.591259+00,2018-09-18 00:42:28.983226+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,3f77c243-cdf7-448f-b502-f9bbfcc37588,3f77c243-cdf7-448f-b502-f9bbfcc37588,"{""AccountingUsersFile"":""AccountUsers-1537231345.csv"",""AccountingUsersHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/72752dd65fdb51ffa17363e25452bbe25c33f0c3/0e716bf56eb9682174aa869d0c830ba5999b62c3/"",""BucketName"":""demo"",""EmployeeFile"":""Employees-1537231341.csv"",""EmployeeFileHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/72752dd65fdb51ffa17363e25452bbe25c33f0c3/8de079190112df38b1fa33dda352fb4b9b79a368/"",""OutFileType"":""Compare""}","{""BucketName"":""demo"",""ComparisonFile"":""Compare-1537231348.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/b0a664d012186210cb1538891a6d708c821ade26/0731637a831fd370ef840a247a0b20e08615645f/""}"
e4cfd9d1-9e51-4323-a7c0-974122427a72,"","",2018-09-18 01:47:03.474447+00,2018-09-18 01:47:40.947181+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,d7d214c8-b78c-4db4-8b16-031f24c59bba,d7d214c8-b78c-4db4-8b16-031f24c59bba,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235256.csv: no such file or directory""}"
78d5808e-f94b-408c-8a43-f6111012c3b6,"","",2018-09-18 01:47:03.63759+00,2018-09-18 01:47:40.981012+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235256.csv: no such file or directory""}"
acde842e-8c1b-4911-ab7a-1fe3dba47d10,"","",2018-09-18 01:47:03.453412+00,2018-09-18 01:47:41.055288+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,1621e543-a0fc-45d7-98c1-567e192b730b,1621e543-a0fc-45d7-98c1-567e192b730b,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235256.csv: no such file or directory""}"
d7246516-b754-4167-a1d6-b55a03466a81,"","",2018-09-18 01:47:03.476965+00,2018-09-18 01:48:00.054245+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,d7d214c8-b78c-4db4-8b16-031f24c59bba,d7d214c8-b78c-4db4-8b16-031f24c59bba,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""AccountUsers-1537235276.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/4f4ef946b2e0e9adf2cd3e8ee62240306cb954f3/b9d50f60ce6cf18c778c4bdfc61f38563bec63c9/""}"
00958e7b-8af4-434b-9dfc-277d1d0fd15a,"","",2018-09-18 01:47:03.456991+00,2018-09-18 01:48:01.564323+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,1621e543-a0fc-45d7-98c1-567e192b730b,1621e543-a0fc-45d7-98c1-567e192b730b,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235277.csv: no such file or directory""}"
78121e2f-c62b-41a2-8d53-156f154192f0,"","",2018-09-18 01:47:03.656866+00,2018-09-18 01:48:01.945745+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,69c7d812-9663-4ceb-af08-1a057615af28,69c7d812-9663-4ceb-af08-1a057615af28,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235278.csv: no such file or directory""}"
c4905925-2b7f-4c3e-8770-af368980b0d7,"","",2018-09-18 01:47:03.642383+00,2018-09-18 01:48:12.260487+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,"{""AccountingUsersFile"":""AccountUsers-1537235275.csv"",""AccountingUsersHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/3b8f58dd93be461b8114ce3020cb6e679efe0c2c/c3eae0edd6a85df60a323c4db082183e6450a227/"",""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
5e0ef9dd-753d-46ce-846a-a77b8586b232,"","",2018-09-18 01:47:03.625334+00,2018-09-18 01:48:14.932299+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,83377283-58ad-424c-829e-0e601f93abdb,83377283-58ad-424c-829e-0e601f93abdb,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
d53c9c7e-415f-49f8-92b5-e58a3f0f82bd,"","",2018-09-18 01:47:03.460599+00,2018-09-18 01:48:19.780099+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,1621e543-a0fc-45d7-98c1-567e192b730b,1621e543-a0fc-45d7-98c1-567e192b730b,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
f906635b-690e-4411-9367-32e67b2ec293,"","",2018-09-18 01:47:03.64474+00,2018-09-18 01:48:31.58348+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,7ecf5ae1-7cfa-455a-b9db-671b986f1ec8,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
05ee3f7a-87ad-4ea1-ad9a-62907c534ab0,"","",2018-09-18 01:47:03.481571+00,2018-09-18 01:48:33.900963+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,d7d214c8-b78c-4db4-8b16-031f24c59bba,d7d214c8-b78c-4db4-8b16-031f24c59bba,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
7b867990-1a84-4c7a-b630-e8ecebe74963,"","",2018-09-18 01:47:03.627934+00,2018-09-18 01:48:33.978371+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,83377283-58ad-424c-829e-0e601f93abdb,83377283-58ad-424c-829e-0e601f93abdb,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
726377c4-f301-4163-ad28-0e9a75a20250,"","",2018-09-18 01:47:03.463473+00,2018-09-18 01:48:37.950304+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,1621e543-a0fc-45d7-98c1-567e192b730b,1621e543-a0fc-45d7-98c1-567e192b730b,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
